question_name,question_id,version,tool_id,category,type,dimension_id,response_metric_id,max_score,weightage,question_benchmark,response_metric_benchmark,option_ids,option_labels,question_context,question_description,template_url,created_by,creation_date,last_modified_by,last_modified_date
NULL,Q-808,v1.0,RG-001,R&G,Multi-choice,64,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,"We are training, nurturing and preparing the next generation of people required to deliver our strategy",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-809,v1.0,RG-001,R&G,Multi-choice,65,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are confident that our basic revenue model is not under threat from disintermediation by potentially new competitors in the digital arena,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-810,v1.0,RG-001,R&G,Multi-choice,65,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are confident that there is no risk of manipulation of financial results for short term gains (eg artificial boosting of sales),template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-811,v1.0,RG-001,R&G,Multi-choice,65,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are confident that there is no risk of manipulation of financial results for short term gains (eg artificial boosting of sales),template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-812,v1.0,RG-001,R&G,Multi-choice,65,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are confident that cost assumptions that are central to our financial health are not under threat in the foreseeable future,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-813,v1.0,RG-001,R&G,Multi-choice,65,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are confident that there is no risk of Balance Sheet impairment by a loss or writing down of Brand Valuations,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-814,v1.0,RG-001,R&G,Multi-choice,66,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are confident that there are no impending risks of negative publicity regarding our products or processes that could affect the valuation of the business,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-815,v1.0,RG-001,R&G,Multi-choice,66,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,We are confident that there are no impending risks of negative publicity regarding our products or processes that could affect the valuation of the business,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-816,v1.0,RG-001,R&G,Multi-choice,67,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Strategic Planning regularly includes detailed technology landscape analyses,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-817,v1.0,RG-001,R&G,Multi-choice,67,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Processes exist to initiate fresh development work well ahead of impending patent expiry.,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-818,v1.0,RG-001,R&G,Multi-choice,67,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Crisis management protocols and clear responsibilities exist to deal with data or system breakdowns or breaches.,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-819,v1.0,RG-001,R&G,Multi-choice,68,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Expert assessments of the regulatory landscape are a regular part of the strategic planning process,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-820,v1.0,RG-001,R&G,Multi-choice,68,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,"Internal audit and compliance systems are in place, reporting directly to the CEO/Board.",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-821,v1.0,RG-001,R&G,Multi-choice,68,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Financial policy and practice training systems are well established.,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-822,v1.0,RG-001,R&G,Multi-choice,68,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Data compliance reports directly to the CIO/CEO with at least detailed annual reports to the Board,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-823,v1.0,RG-001,R&G,Multi-choice,69,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Strategic plans reviewed by the Board include an assessment of capabilities,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-824,v1.0,RG-001,R&G,Multi-choice,69,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,"Employee appraisal plans have been put in place, and are supported by effective training and development programmes",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-825,v1.0,RG-001,R&G,Multi-choice,70,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Strategic planning process regularly includes a review of potential threats of disintermediation.,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-826,v1.0,RG-001,R&G,Multi-choice,70,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Internal audit protocols to periodically check for malpractice are well rooted,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-827,v1.0,RG-001,R&G,Multi-choice,70,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,"When financial malpractice is found, exemplary disciplinary action is guaranteed by the systems in place.",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-828,v1.0,RG-001,R&G,Multi-choice,70,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,"Procurement audits include strategic analyses of single source supply, especially where it affects 15% or more of the revenue base. ",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-829,v1.0,RG-001,R&G,Multi-choice,70,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,"Especially for companies where Brand/Intangibles valuation is the major component of overall Company valuation, there are formal annual reviews of Brand Valuations, followed by corrective action, if required.",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-830,v1.0,RG-001,R&G,Multi-choice,71,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,"Processes that guarantee maintenance of quality and standards are in place, with specific accountabilities",template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
NULL,Q-831,v1.0,RG-001,R&G,Multi-choice,71,RM-001,4,NULL,NULL,0,"1,2,3,4,5","Strongly Agree,Agree,Disagree,Strongly Disagree,Don\'t Know",,Crisis management protocols and regular training are in place to deal with any unexpected crisis.,template.html,NULL,2010-05-18 12:52:00,NULL,2010-05-18 12:52:00
